Resources,Tau
1006.45888,10.554
995.99872,10.459
985.49248,10.506
975.08352,10.409
964.79232,10.293
954.63424,10.156
944.6348800000001,9.9973
934.53824,10.096
924.35968,10.183
914.31936,10.038
904.448,9.8705
894.76608,9.6802
884.9664,9.8039
875.35616,9.6088
865.96096,9.3952
856.42752,9.5332
847.11424,9.3151
838.0262399999999,9.0879
829.1584,8.8641
820.5004799999999,8.6581
811.73504,8.7656
802.8416,8.8936
794.17344,8.6706
785.3772799999999,8.7962
776.43776,8.9378
767.3497600000001,9.0882
758.10816,9.2394
749.1072,9.0057
740.34176,8.7628
731.81696,8.5253
723.15392,8.6629
714.7264,8.426
706.16576,8.56
697.84576,8.3247
689.38752,8.4539
680.7910400000001,8.6009
672.03072,8.7581
663.11168,8.9166
654.4486400000001,8.6651
645.62176,8.825
637.056,8.5679
628.75136,8.3051
620.6976,8.0551
612.85888,7.8373
604.92288,7.9341
597.1967999999999,7.7265
589.62432,7.5719
582.01088,7.6131
574.53568,7.4768
567.03488,7.5023
559.647232,7.3863
552.251904,7.3954
544.8192,7.4329
536.817152,8.0022
528.70912,8.1077
520.723968,7.9851
512.8224256,7.9017
504.962048,7.8602
497.090048,7.872
489.278976,7.8114
481.485824,7.7932
473.667584,7.8178
465.937408,7.7303
458.20416,7.7355
450.42176,7.7824
442.55232,7.8675
434.86208,7.6892
427.27424,7.5873
419.68128,7.5966
412.032,7.6468
404.52096,7.5101
396.9792,7.5411
389.37088,7.6114
381.65504,7.7159
374.15423999999996,7.4982
366.5664,7.5893
358.85568,7.7104
351.00672,7.8503
343.00928,7.994
335.28319999999997,7.7298
327.81824,7.4649
320.57856000000004,7.2391
313.49248,7.0866
306.46272,7.027
299.47392,6.9908
292.47488,6.9968
285.568,6.9064
278.6816,6.8893
271.76448,6.9159
264.97024,6.7941
258.17088,6.7976
251.46368,6.711
244.736,6.7267
238.09536000000003,6.6418
231.49568,6.5966
224.91136,6.5881
218.23487999999998,6.6746
211.6864,6.549
205.23008,6.4578
198.81984,6.4056
192.42496,6.3963
185.99424,6.4326
179.6864,6.3044
173.39904,6.2882
167.02976,6.3713
160.77312,6.2555
154.40384,6.3713
148.16255999999998,6.2386
142.0288,6.1363
135.96159999999998,6.0681
129.92512,6.0353
123.89375999999999,6.0284
117.92383999999998,5.9705
111.91807999999997,6.0081
105.98912000000001,5.9274
100.11648000000002,5.8733
94.27967999999998,5.8349
88.49408,5.7863
82.81088,5.6831
77.33247999999998,5.4772
71.74144000000001,5.5939
66.0992,5.6434
60.56959999999998,5.5257
55.60831999999999,4.9621
50.513919999999985,5.0968
45.55264,4.9599
40.77568000000002,4.7769
36.23935999999998,4.5355
32.0,4.2432
28.072960000000023,3.9256
24.45823999999999,3.6119
21.13535999999999,3.3242
18.058240000000012,3.0755
14.545920000000024,3.5128
11.371519999999975,3.1766
8.473599999999976,2.8999
5.775359999999978,2.6936
2.7391999999999825,3.0406
0.0,2.7369
